sender,receiver,text_content,translated_text_content,vader_score,time stamp,cleaned_text,sender_group1,sender_group2,sender_project1,sender_project2,receiver_group1,receiver_group2,receiver_project1,receiver_project2
23,16,ねぇ、優しい。ぐふふふふ(ૢ˃ꌂ˂⁎),"Hey, it's kind. Gufufufufu(ૢ˃ꌂ˂⁎)",0.5267,Wed Jul 09 05:56:43 +0000 2025,ねぇ、優しい。ぐふふふふ(ૢ˃ꌂ˂⁎),Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,23,あいす🍨,,0.0,Sun Jun 29 01:02:59 +0000 2025,あいす,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,21,"🍨 𐃆 ˒˒( ◍′༥‵*◍)ŧ‹""ŧ‹""","𐃆 ˒˒( ◍'༥‵*◍)ŧ‹""ŧ‹""",0.0,Mon Jun 30 03:35:04 +0000 2025,"𐃆 ˒˒( ◍′༥‵*◍)ŧ‹""ŧ‹""",Liella!,,Lovelive!,,Liella!,,Lovelive!,
34,24,"大丈夫？

ついててあげようか？","Are you okay?

Shall I follow you?",0.3094,Thu Jul 10 14:18:52 +0000 2025,"大丈夫？

ついててあげようか？",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
24,34,"お布団入ったらいつのまにか寝てたからだいじょぶ！ほんと！！
ｱﾘｶﾞﾄﾈ:(  '-'   ):","When I got my futon I was asleep before I knew it, so it was fine! real! !
Arigatone:( '-' ):",0.3843,Fri Jul 11 04:16:20 +0000 2025,"お布団入ったらいつのまにか寝てたからだいじょぶ！ほんと！！
ｱﾘｶﾞﾄﾈ:(  '-'   ):",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
33,24,"ムービーもヤンジャンも見た…一緒に瀬戸内旅行した記憶が🧠💭
veryかわいかった🤤👍︎💕︎","I watched the movie and Young Jump...I remember traveling in the Setouchi area together
It was very cute ︎",0.5095,Thu Jun 12 14:08:43 +0000 2025,"ムービーもヤンジャンも見た…一緒に瀬戸内旅行した記憶が
veryかわいかった︎︎",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,24,そうだったの……！？わたしも素敵な笑顔の後ろで残像として舞えてすっごく嬉しいし、どんな瞬間ののんちゃんも大好きだよ🐰🧡🫶🌞,"That's right...! ? I'm so happy to be able to dance as an afterimage behind her beautiful smile, and I love Non-chan at any moment",0.9488,Mon Jun 02 09:06:44 +0000 2025,そうだったの……！？わたしも素敵な笑顔の後ろで残像として舞えてすっごく嬉しいし、どんな瞬間ののんちゃんも大好きだよ,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
24,34,"➵♥´ཫ`   )ｸﾞﾊｯ
嬉しすぎる…ありがとう👑✨","´ཫ` )Goot ha ha
I'm so happy...thank you",0.5859,Mon Jun 02 13:38:50 +0000 2025,"´ཫ`   )ｸﾞﾊｯ
嬉しすぎる…ありがとう",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
26,24,"！おめでとうお誕生日がーる🎂！
もういっぱい歌ったけどいつでもはっぴーばーすでーの歌歌うから聞きたい時言ってね🕺美味しいもの食べていっぱい寝て幸せに過ごせますように🕊️","! Congratulations on your birthday!
I've sang a lot already, but I'll always sing about Happy Birthday, so whenever I want, I'll tell you when I want to eat delicious food, sleep a lot, and be happy",0.9701,Wed May 21 14:15:01 +0000 2025,"！おめでとうお誕生日がーる！
もういっぱい歌ったけどいつでもはっぴーばーすでーの歌歌うから聞きたい時言ってね美味しいもの食べていっぱい寝て幸せに過ごせますように",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
24,26,"ひー！ありがとう！🩵
いっぱい歌ってくれてありがとね😂
嬉しかったよん♪
これからもよろしくね🍒💐","Hi! thank you!
Thank you for singing so much
I was happy
Please continue to look forward to it in the future",0.8906,Thu May 22 06:04:19 +0000 2025,"ひー！ありがとう！
いっぱい歌ってくれてありがとね
嬉しかったよん
これからもよろしくね",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
33,24,"のんちゃんお誕生日おめでとうございます✨🎂
いつも満開の笑顔とのんちゃんとのトークに元気もらってます☀️⸝⸝◜~◝⸝⸝
素敵な一年になりますように🌟⋆꙳","Happy birthday to Non-chan
I'm always cheered up by the smiles in full bloom and the chats between Non-chan ⸝⸝◜~◝⸝⸝
I hope you have a wonderful year ⋆꙳",0.9493,Tue May 20 16:06:00 +0000 2025,"のんちゃんお誕生日おめでとうございます
いつも満開の笑顔とのんちゃんとのトークに元気もらってます⸝⸝◜~◝⸝⸝
素敵な一年になりますように⋆꙳",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
24,33,"あまちゃん！ありがとう〜！🫶
そう言ってもらえて嬉しい☺️
パワフルでカッコいいあまちゃんは私の憧れだよ✨
これからもよろしくね！","Amachan! thank you~!
I'm glad you said that
A powerful and cool amateur is my dream
Please continue to look forward to it in the future!",0.9297,Wed May 21 01:10:12 +0000 2025,"あまちゃん！ありがとう〜！
そう言ってもらえて嬉しい
パワフルでカッコいいあまちゃんは私の憧れだよ
これからもよろしくね！",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
19,24,"のんちゅけちゃんお誕生日おめでとう〜☺️💕
素敵な1年になりますように🫶","Happy birthday to Nonchuke-chan
I hope you have a wonderful year",0.8834,Wed May 21 06:32:45 +0000 2025,"のんちゅけちゃんお誕生日おめでとう〜
素敵な1年になりますように",Liella!,,Lovelive!,,Hasunosora,,Lovelive!,
24,19,"のんちゃんさん！💛
ありがとうございます！⸜(*ˊᗜˋ*)⸝","Non-chan!
thank you! ⸜(*ˊᗜˋ*)⸝",0.4738,Thu May 22 06:05:14 +0000 2025,"のんちゃんさん！
ありがとうございます！⸜(*ˊᗜˋ*)⸝",Hasunosora,,Lovelive!,,Liella!,,Lovelive!,
22,24,"のぞみんお誕生日おめでとう！！🌼🎉
また今度美味しい物食べに行こ〜🥹
素敵な一年になりますように！！🫶","Happy birthday to Nozomin! !
I'll go and eat some delicious food again next time
I hope you have a wonderful year! !",0.9448,Tue May 20 22:21:03 +0000 2025,"のぞみんお誕生日おめでとう！！
また今度美味しい物食べに行こ〜
素敵な一年になりますように！！",Liella!,,Lovelive!,,Hasunosora,,Lovelive!,
24,22,"さくらん🌸
ありがとうー！！
行こ行こ！！🫶","Thank you! !
Let's go! !",0.5673,Thu May 22 05:59:04 +0000 2025,"さくらん
ありがとうー！！
行こ行こ！！",Hasunosora,,Lovelive!,,Liella!,,Lovelive!,
34,24,"🎂のんちゃんお誕生日おめでとう🎂
頼もしくて優しくて可愛くて癒しで、書いていくときりがないんだけど、大好き🫶
この一年も美味しいものいっぱい食べて過ごしてね☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️","Happy birthday Non-chan
It's reliable, kind, cute, and soothing, and I can't help but write about it, but I love it
Have a lot of delicious food this year",0.9547,Tue May 20 22:26:49 +0000 2025,"のんちゃんお誕生日おめでとう
頼もしくて優しくて可愛くて癒しで、書いていくときりがないんだけど、大好き
この一年も美味しいものいっぱい食べて過ごしてね",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
24,34,"みーちゃんありがとう！！❤️
一緒に美味しいものいっぱい食べに行こうね！🥰
こちらこそ大好きよ(♡´▽`♡)！","Thank you Mi-chan! !
Let's go and eat lots of delicious food together!
I love you (´▽`)!",0.9112,Thu May 22 05:59:54 +0000 2025,"みーちゃんありがとう！！
一緒に美味しいものいっぱい食べに行こうね！
こちらこそ大好きよ(´▽`)！",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
25,24,"これが……結婚？！

2人の愛は…Xにも認証されたね🥹","Is this... marriage? !

Their love is also verified by X.",0.6696,Sat May 03 08:21:02 +0000 2025,"これが……結婚？！

2人の愛は…Xにも認証されたね",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
24,25,"Xにも認められて

晴れて…💍✅","Also recognized by X

It's sunny...",0.4215,Sat May 03 14:22:31 +0000 2025,"Xにも認められて

晴れて…",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
21,24,ちゅけ〜🥰🥰🥰🥰🥰,chuckle,0.4019,Tue Feb 04 03:54:00 +0000 2025,ちゅけ〜,Liella!,,Lovelive!,,Hasunosora,,Lovelive!,
24,21,"(,,&gt; &lt;,,)ｷｬｰ!!嬉しい！
ありがとうございますっっ！！
彩ちゃん〜🥰🥰🥰🥰🥰","(,,&gt; &lt;,,)Kya!! I'm so happy!
Thank you very much! !
Aya-chan",0.8654,Tue Feb 04 11:57:52 +0000 2025,"(,,&gt; &lt;,,)ｷｬｰ!!嬉しい！
ありがとうございますっっ！！
彩ちゃん〜",Hasunosora,,Lovelive!,,Liella!,,Lovelive!,
33,25,これはこれは…𓏸︎︎︎︎𓈒🥂𓂃乾ෆ⃛杯𓂃🥂𓈒𓏸︎︎︎︎,This is...𓏸︎︎︎𓈒𓂃Dinning ෆ⃛ Cup𓂃𓈒𓏸︎︎︎︎,0.0,Wed Jun 18 12:28:00 +0000 2025,これはこれは…𓏸︎︎︎︎𓈒𓂃乾ෆ⃛杯𓂃𓈒𓏸︎︎︎︎,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
25,33,"付き合ってくれるの？
かんぱ〜い🥂✨","Will you date me?
It's so good",0.5777,Wed Jun 18 12:32:02 +0000 2025,"付き合ってくれるの？
かんぱ〜い",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
29,26,吟子ちゃんに「小鈴ちゃんにまた勉強教えてあげて」って伝えて…………,"Tell Ginko-chan, ""Please teach Kosuzu-chan again to study""...",0.3182,Fri Jul 11 12:14:41 +0000 2025,吟子ちゃんに「小鈴ちゃんにまた勉強教えてあげて」って伝えて…………,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
26,29,"そうするわね
みんなで乗り越えてほしいね📔","I'll do that
I hope everyone can get through it",0.4404,Fri Jul 11 12:37:25 +0000 2025,"そうするわね
みんなで乗り越えてほしいね",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
29,26,"早起きお疲れ様🛏️
ひーの分も寝といたからね","Thank you for your hard work on getting up early
I've been sleeping for Hi too",0.2732,Sun Jul 06 10:49:24 +0000 2025,"早起きお疲れ様
ひーの分も寝といたからね",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
26,29,"それを聞いて心がとても満たされた🤝
寝てくれてありがとうな","I was very satisfied with hearing that
Thank you for sleeping",0.6801,Sun Jul 06 11:03:08 +0000 2025,"それを聞いて心がとても満たされた
寝てくれてありがとうな",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
32,26,ん〜？♡,Hmm?,0.0,Mon Jun 23 12:33:10 +0000 2025,ん〜？,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
26,32,筆頭様におかれましては,For the lead,0.0,Mon Jun 23 12:38:43 +0000 2025,筆頭様におかれましては,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
29,26,"へっ、へへ
そんな褒めなくてもっ","Heh, heh
You don't have to praise that",0.6278,Mon Jun 23 16:02:19 +0000 2025,"へっ、へへ
そんな褒めなくてもっ",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
26,29,"可愛い徒町かわちまち
可笑しい徒町おかしまち","Cute Kawachimachi
Funny Tsuchimachi Okashimachi",0.7096,Tue Jun 24 09:07:11 +0000 2025,"可愛い徒町かわちまち
可笑しい徒町おかしまち",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
33,26,あんやとう🫶,,0.0,Fri May 30 14:33:45 +0000 2025,あんやとう,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,26,絶対夏,Absolute summer,0.0,Tue May 20 22:33:12 +0000 2025,絶対夏,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
26,34,取り戻しておいで春を,Come back and have spring,0.0,Tue May 20 22:35:04 +0000 2025,取り戻しておいで春を,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,26,ひーちゃんありがと🫶らぶ🤝,Thanks for Hi-chan,0.4404,Thu May 08 07:59:42 +0000 2025,ひーちゃんありがとらぶ,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
26,34,にこにこ🫶みーtoo🤝,Smile too,0.3612,Thu May 08 10:51:45 +0000 2025,にこにこみーtoo,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,26,ありがとう。,Thank you.,0.3612,Wed May 07 12:15:00 +0000 2025,ありがとう。,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
31,27,大丈夫？？？？？🥺💦おねいちゃんお仕事いってて守ってあげられなくてごめんね？？？？😖🙏😿😿😿すぐ叩き潰しに行くからね！！！！！！✋✋✋💥💥💥,"Are you okay? ? ? ? ? Sorry about not being able to protect your sister because she's working, right? ? ? ? I'll go and crush it right away! ! ! ! ! !",0.6935,Tue Jun 17 14:38:26 +0000 2025,大丈夫？？？？？おねいちゃんお仕事いってて守ってあげられなくてごめんね？？？？すぐ叩き潰しに行くからね！！！！！！,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
27,31,"おはようこなち
もう遅いけど嬉しいな、ありがと
猫耳可愛かったよ🐈
おつかれさま","Good morning
It's late but I'm happy, thank you
Cat ears were cute
good work",0.959,Wed Jun 18 00:32:31 +0000 2025,"おはようこなち
もう遅いけど嬉しいな、ありがと
猫耳可愛かったよ
おつかれさま",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,27,なっすちゃんのサイドテールとんでもなく良いんだよなこれが……🤦‍♀️,Nassu's side tail is incredibly good...,0.4927,Thu Jun 12 08:47:38 +0000 2025,なっすちゃんのサイドテールとんでもなく良いんだよなこれが……,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
24,27,"なっすちゃんありがとう💙
今までも十分すぎるくらいに助けてもらってきて、頼ってばっかりの私だけど
でもやっぱりなっすちゃんがいてくれると心強くて安心するんだよ🥲

お姉ちゃんとして、なっすちゃんにかっこいいって言ってもらえる存在でいられるように頑張るね！","Thank you Nassu-chan
I've been helping me more than enough, and I've always relied on it
But I feel reassured and relieved when Nassu-chan is there

As an older sister, I'll do my best to be someone who gets Nassu-chan to say she's cool!",0.9604,Thu May 22 06:00:27 +0000 2025,"なっすちゃんありがとう
今までも十分すぎるくらいに助けてもらってきて、頼ってばっかりの私だけど
でもやっぱりなっすちゃんがいてくれると心強くて安心するんだよ

お姉ちゃんとして、なっすちゃんにかっこいいって言ってもらえる存在でいられるように頑張るね！",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,27,らぶ……🫶🫶,Love...,0.6369,Mon May 12 10:59:14 +0000 2025,らぶ……,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,27,ｶｯｯｯｯｯ😭🫶💕🙇🙇‍♀️🙇‍♂️,,0.0,Sun May 11 13:41:55 +0000 2025,ｶｯｯｯｯｯ,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,27,ライブ！！！🫶🫶🫶,Live! ! !,0.0,Sun Apr 27 14:30:21 +0000 2025,ライブ！！！,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
33,27,ライブ！,Live!,0.0,Sun Apr 27 14:15:53 +0000 2025,ライブ！,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
19,27,(  ´˘`  )💓💓,( ´˘` ),0.0,Thu Apr 17 14:27:46 +0000 2025,(  ´˘`  ),Liella!,,Lovelive!,,Hasunosora,,Lovelive!,
34,28,わーい🙋‍♀️,Yay,0.5267,Wed May 28 11:58:11 +0000 2025,わーい,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
28,34,サクサクで中に何か挟まってておいしかった🐱ありがとう🐱,It was crispy and something was stuck inside and it was delicious. Thank you,0.6369,Wed May 28 12:19:16 +0000 2025,サクサクで中に何か挟まってておいしかったありがとう,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
27,28,"2ショットもありがとうございました！
めちゃめちゃ可愛かったです！","Thank you for the two shots too!
It was so cute!",0.7876,Sat May 24 11:50:29 +0000 2025,"2ショットもありがとうございました！
めちゃめちゃ可愛かったです！",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
28,27,こちらこそありがとうございました！不思議な方ですごく印象に残りました！,Thank you very much! It was such a strange person and was a very memorable thing!,0.3147,Sat May 24 12:18:23 +0000 2025,こちらこそありがとうございました！不思議な方ですごく印象に残りました！,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
29,28,あれ、、、お友達2人目も、、、,"Oh, my second friend too...",0.4939,Mon May 19 14:28:11 +0000 2025,あれ、、、お友達2人目も、、、,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
28,29,"なかよしでしょ？❤️
あ、それと2人目と3人目なんだ！よろしくね🐱","It's friendly, right?
Oh, and it's the second and third! Please",0.6996,Mon May 19 14:33:01 +0000 2025,"なかよしでしょ？
あ、それと2人目と3人目なんだ！よろしくね",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
26,29,"ハーフツインにしたっていい
しなくたっていい","It's fine to make it half twin
It's fine if you don't have to",0.3818,Mon Jun 30 06:41:29 +0000 2025,"ハーフツインにしたっていい
しなくたっていい",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
29,26,あなたいつもハーフツイン言うてない？？,You don't always say half twin? ?,0.0,Mon Jun 30 06:42:35 +0000 2025,あなたいつもハーフツイン言うてない？？,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
28,29,ふーちゃんと一緒に乗ったおかげで見つけられたよありがとう,"Thanks for riding with Fu-chan, I was able to find it.",0.4404,Sat Jun 28 12:38:09 +0000 2025,ふーちゃんと一緒に乗ったおかげで見つけられたよありがとう,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
29,28,"4回も乗ったもん！！
一緒に見つけられてよかった🥰","I rode it four times! !
I'm glad we found it together",0.555,Sat Jun 28 12:40:29 +0000 2025,"4回も乗ったもん！！
一緒に見つけられてよかった",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
28,29,アッシュくんかばんを手作りしてあげちゃった💕似合ってるね❤️,Ash-kun made a bag for you and it suits you,0.0,Sun Jun 01 13:41:26 +0000 2025,アッシュくんかばんを手作りしてあげちゃった似合ってるね,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
29,28,ありがとね😭大切にしますっ！！！,"Thank you so much, I'll take care of it! ! !",0.7633,Sun Jun 01 13:51:21 +0000 2025,ありがとね大切にしますっ！！！,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,30,恥ずかしいって言ったのに……🙈💕,I said it was embarrassing...,0.3818,Fri May 23 12:35:12 +0000 2025,恥ずかしいって言ったのに……,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
30,34,美羽ごめんな...💓,Sorry Miu...,0.0772,Fri May 23 14:38:55 +0000 2025,美羽ごめんな...,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
28,31,3人ともかわいい🐱ディズニーたのしかったね🐱,All three of us were so cute Disney.,0.5949,Sun Jul 13 10:53:31 +0000 2025,3人ともかわいいディズニーたのしかったね,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
31,28,"まーじでたのしかったしおもろかったww🧜‍♀️
世界で一番ディズニー満喫したね","It was really fun and fun lol
I enjoyed Disney the most in the world",0.9225,Sun Jul 13 11:29:29 +0000 2025,"まーじでたのしかったしおもろかったww
世界で一番ディズニー満喫したね",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
29,31,"お邪魔しました！
楽しかった！！またあそぼーね！","I've come!
it was fun! ! Let's play again!",0.7825,Fri Jul 11 08:19:01 +0000 2025,"お邪魔しました！
楽しかった！！またあそぼーね！",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
27,31,"お世話になりました☺️
しーちゃんによろしくね","Thank you for your help
Please look forward to Shi-chan",0.7579,Fri Jul 11 08:25:30 +0000 2025,"お世話になりました
しーちゃんによろしくね",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
32,31,すきすきすきすきすきすきすきすき,I love you love you love you love you love,0.9719,Wed Jun 25 15:08:56 +0000 2025,すきすきすきすきすきすきすきすき,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
29,31,せんぱい(*´∇｀*),Senpai (*´∇｀*),0.0,Wed Jun 25 15:13:50 +0000 2025,せんぱい(*´∇｀*),Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
27,31,"結局は常闇なんだよね。
私の推しの物間もよろしくお願いします","In the end it's always darkness.
Please also take care of my favorites",0.743,Thu May 08 08:13:24 +0000 2025,"結局は常闇なんだよね。
私の推しの物間もよろしくお願いします",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
31,27,常闇と髪をおろした切島よりメロがりを奏でられるか？？？,"Can you play more melodic than Todani and Kirishima, who has lost his hair? ? ?",0.163,Thu May 08 08:19:19 +0000 2025,常闇と髪をおろした切島よりメロがりを奏でられるか？？？,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
28,31,おやすみ、こな太郎🐹,"Good night, Konataro",0.4404,Mon Apr 21 13:14:19 +0000 2025,おやすみ、こな太郎,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
29,32,おい,Hey,0.0,Thu Jun 26 06:24:12 +0000 2025,おい,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
32,29,あらまだぷんすかしてるの！よしよし,I'm still peeing! Okay,0.2942,Thu Jun 26 06:25:38 +0000 2025,あらまだぷんすかしてるの！よしよし,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
27,32,りんちゃん、イケメンってねこういうこと。 https://t.co/evaJLseCVv,"Rin-chan, this is what he's like, handsome. https://t.co/evaJLseCVv",0.6908,Thu Jun 26 05:07:44 +0000 2025,りんちゃん、イケメンってねこういうこと。 https://t.co/evaJLseCVv,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
32,27,一瞬で乙女の顔つきになりました,"In an instant, she became a maiden face",0.0,Thu Jun 26 05:09:55 +0000 2025,一瞬で乙女の顔つきになりました,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
33,32,うおおおおおおおおおおおおおおおおおおおおおおおおおおおおお,Woooo,0.0,Tue Jun 03 15:00:23 +0000 2025,うおおおおおおおおおおおおおおおおおおおおおおおおおおおおお,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
32,33,おはよ！,Good morning!,0.4926,Wed Jun 04 00:47:15 +0000 2025,おはよ！,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
21,32,"とてもタイプ
ハオ🥰🥰","Very type
Hao",0.0,Sat Apr 19 12:59:08 +0000 2025,"とてもタイプ
ハオ",Liella!,,Lovelive!,,Hasunosora,,Lovelive!,
32,21,わ〜い🥳,Wow,0.5859,Sat Apr 19 13:25:45 +0000 2025,わ〜い,Hasunosora,,Lovelive!,,Liella!,,Lovelive!,
21,32,"りんちゃーーーーん💘
まいえんじぇる💘","Rinchan
Maienjeru",0.0,Mon Feb 03 10:53:30 +0000 2025,"りんちゃーーーーん
まいえんじぇる",Liella!,,Lovelive!,,Hasunosora,,Lovelive!,
32,21,えもちゃんのえんじぇるだよーーー👯‍♀️,It's Emo-chan's Enjell,0.0,Mon Feb 03 10:53:58 +0000 2025,えもちゃんのえんじぇるだよーーー,Hasunosora,,Lovelive!,,Liella!,,Lovelive!,
18,32,"りんちゃん！！
会えた！嬉しい！！！
クシャって笑うところ大好きで、ついついたくさんお話ししちゃうんです…( ՞. ̫.՞)
お写真ありがとう☺️◎","Rin-chan! !
We met! happy! ! !
I love how I laugh and laugh, and I can't help but talk a lot...( ՞. ̫.՞)
Thank you for the photo ◎",0.907,Mon Feb 03 10:45:21 +0000 2025,"りんちゃん！！
会えた！嬉しい！！！
クシャって笑うところ大好きで、ついついたくさんお話ししちゃうんです…( ՞. ̫.՞)
お写真ありがとう◎",Liella!,,Lovelive!,,Hasunosora,,Lovelive!,
16,32,"りんちゃーん！！お写真ありがとう☺️
全てが可愛すぎて癒しだったよ…🫰","Rinchan! ! Thank you for the photo
Everything was so cute and soothing...",0.8595,Tue Feb 04 01:34:01 +0000 2025,"りんちゃーん！！お写真ありがとう
全てが可愛すぎて癒しだったよ…",Liella!,,Lovelive!,,Hasunosora,,Lovelive!,
33,34,とんだろ？,That's right?,0.0,Sun Jul 13 14:34:26 +0000 2025,とんだろ？,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,33,進藤……あまね……😡😡,Shindo...amane...,0.0,Sun Jul 13 14:50:26 +0000 2025,進藤……あまね……,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
29,34,鶏がらスープ溶かした水で蒸し焼きにすると味ついて美味い,Steamed chicken soup with melted water and tastes delicious,0.5719,Sat Jul 12 13:48:09 +0000 2025,鶏がらスープ溶かした水で蒸し焼きにすると味ついて美味い,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,29,なにそれプロじゃん、天才。ブクマした。ありがとうふーちゃん🙆‍♀️🤦‍♀️🙆‍♀️,"What is that professional, genius. I booked it. Thank you fu-chan",0.3612,Sat Jul 12 14:01:45 +0000 2025,なにそれプロじゃん、天才。ブクマした。ありがとうふーちゃん,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
32,34,餃子のタネ、昆布だし醤油がいい,Gyoza seeds and kelp dashi soy sauce are good,0.4404,Sat Jul 12 13:12:51 +0000 2025,餃子のタネ、昆布だし醤油がいい,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,32,タネ？タレじゃなくてタネ？,"Seed? Not sauce, but seeds?",0.0,Sat Jul 12 13:17:25 +0000 2025,タネ？タレじゃなくてタネ？,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
33,34,"あん食うまうまだったよね…あん食1斤笑顔で持ち帰るみーちゃんの顔を覚えてる💭
通販あるよ🍞","It was so delicious... I remember Mie's face with a loaf of food that was eating home with a smile
There's mail order",0.8042,Wed Jun 11 13:16:45 +0000 2025,"あん食うまうまだったよね…あん食1斤笑顔で持ち帰るみーちゃんの顔を覚えてる
通販あるよ",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,33,まだおうちにいるよ、冷凍庫にね、いるよ。食べ終わったら、買うよ。,"I'm still at home, in the freezer, I'm still at home. I'll buy it when I've finished eating it.",0.0,Wed Jun 11 13:24:49 +0000 2025,まだおうちにいるよ、冷凍庫にね、いるよ。食べ終わったら、買うよ。,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
33,34,お土産と共に私は帰ってきたぁ,I'm back with a souvenir,0.0,Thu Jun 05 09:46:58 +0000 2025,お土産と共に私は帰ってきたぁ,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
34,33,8月にはまた一緒にミャクミャク様の細胞の一部と成り果てるんだよ。わかってるよね？,"In August, we will be able to become part of Myakumiak-sama's cells again. You know, right?",0.0,Thu Jun 05 12:22:21 +0000 2025,8月にはまた一緒にミャクミャク様の細胞の一部と成り果てるんだよ。わかってるよね？,Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
32,34,"私がとった動画後で見返したけどほとんどあなたが食パンかかえて乱入してきてて
まともなやつなかったよおい🍞","I watched the video I took again after that, but most of you were bursting in with bread on it
I wasn't a decent guy",0.0,Sun Jun 01 13:31:16 +0000 2025,"私がとった動画後で見返したけどほとんどあなたが食パンかかえて乱入してきてて
まともなやつなかったよおい",Hasunosora,,Lovelive!,,Hasunosora,,Lovelive!,
